date,open,high,low,close,volume
11.07.2018 03:00:00.000 GMT+0100,1.32636,1.32675,1.32573,1.32596,3782.3401
11.07.2018 04:00:00.000 GMT+0100,1.32597,1.32638,1.32564,1.32615,3549
11.07.2018 05:00:00.000 GMT+0100,1.32616,1.32626,1.32524,1.32577,2620.49
11.07.2018 06:00:00.000 GMT+0100,1.32577,1.32679,1.32563,1.32616,4050.71
11.07.2018 07:00:00.000 GMT+0100,1.32615,1.32747,1.32530,1.32654,6637.4399
11.07.2018 08:00:00.000 GMT+0100,1.32648,1.32852,1.32605,1.32748,10091.3301
11.07.2018 09:00:00.000 GMT+0100,1.32746,1.32847,1.32514,1.32564,8250.1602
11.07.2018 10:00:00.000 GMT+0100,1.32565,1.32574,1.32368,1.32456,10454.8096
11.07.2018 11:00:00.000 GMT+0100,1.32458,1.32493,1.32335,1.32456,9403.6396
11.07.2018 12:00:00.000 GMT+0100,1.32457,1.32555,1.32381,1.32399,8897.0303
11.07.2018 13:00:00.000 GMT+0100,1.32398,1.32667,1.32364,1.32654,12716.9902
11.07.2018 14:00:00.000 GMT+0100,1.32653,1.32738,1.32566,1.32667,13984.46
11.07.2018 15:00:00.000 GMT+0100,1.32673,1.32722,1.32476,1.32511,13712.7695
11.07.2018 16:00:00.000 GMT+0100,1.32510,1.32525,1.32291,1.32379,13600.6797
11.07.2018 17:00:00.000 GMT+0100,1.32379,1.32391,1.32134,1.32204,8747.71
11.07.2018 18:00:00.000 GMT+0100,1.32207,1.32207,1.32006,1.32085,12880.1904
11.07.2018 19:00:00.000 GMT+0100,1.32074,1.32247,1.32031,1.32108,11375.5195
11.07.2018 20:00:00.000 GMT+0100,1.32105,1.32127,1.31994,1.32006,10442.5703
11.07.2018 21:00:00.000 GMT+0100,1.32004,1.32073,1.32004,1.32032,3939.3
11.07.2018 22:00:00.000 GMT+0100,1.32028,1.32088,1.32013,1.32047,3902.5701
11.07.2018 23:00:00.000 GMT+0100,1.32047,1.32071,1.32034,1.32057,2462.3401
12.07.2018 00:00:00.000 GMT+0100,1.32057,1.32081,1.32027,1.32059,2438.3
12.07.2018 01:00:00.000 GMT+0100,1.32059,1.32081,1.32006,1.32031,3008.4099
12.07.2018 02:00:00.000 GMT+0100,1.32030,1.32070,1.31897,1.31945,5622.52
12.07.2018 03:00:00.000 GMT+0100,1.31946,1.32024,1.31935,1.31965,3547.0901
12.07.2018 04:00:00.000 GMT+0100,1.31966,1.32002,1.31914,1.31989,3864.1899
12.07.2018 05:00:00.000 GMT+0100,1.31990,1.32088,1.31976,1.32076,3798.04
12.07.2018 06:00:00.000 GMT+0100,1.32078,1.32099,1.31978,1.31998,3631.27
12.07.2018 07:00:00.000 GMT+0100,1.31996,1.32200,1.31975,1.32186,6332.2202
12.07.2018 08:00:00.000 GMT+0100,1.32185,1.32226,1.32088,1.32142,9166.29
12.07.2018 09:00:00.000 GMT+0100,1.32141,1.32253,1.32087,1.32114,7034.0601
12.07.2018 10:00:00.000 GMT+0100,1.32113,1.32216,1.32089,1.32181,6802.3999
12.07.2018 11:00:00.000 GMT+0100,1.32180,1.32203,1.32018,1.32019,6875.0801
12.07.2018 12:00:00.000 GMT+0100,1.32019,1.32048,1.31802,1.32043,11012.75
12.07.2018 13:00:00.000 GMT+0100,1.32043,1.32448,1.32001,1.32227,12704.2305
12.07.2018 14:00:00.000 GMT+0100,1.32227,1.32376,1.32192,1.32224,11256.1504
12.07.2018 15:00:00.000 GMT+0100,1.32223,1.32357,1.32082,1.32222,11783.6504
12.07.2018 16:00:00.000 GMT+0100,1.32223,1.32403,1.32162,1.32364,10625.21
12.07.2018 17:00:00.000 GMT+0100,1.32363,1.32385,1.32189,1.32195,9057.46
12.07.2018 18:00:00.000 GMT+0100,1.32195,1.32232,1.32120,1.32145,7989.3301
12.07.2018 19:00:00.000 GMT+0100,1.32147,1.32163,1.32040,1.32090,7211.8999
12.07.2018 20:00:00.000 GMT+0100,1.32090,1.32148,1.32062,1.32110,4373.23
12.07.2018 21:00:00.000 GMT+0100,1.32109,1.32110,1.32030,1.32050,2741.0701
12.07.2018 22:00:00.000 GMT+0100,1.32049,1.32055,1.31980,1.32031,3723.21
12.07.2018 23:00:00.000 GMT+0100,1.32032,1.32046,1.31781,1.31865,4156.4902
13.07.2018 00:00:00.000 GMT+0100,1.31859,1.31869,1.31695,1.31783,3254.5801
13.07.2018 01:00:00.000 GMT+0100,1.31785,1.31842,1.31731,1.31792,4485.3901
13.07.2018 02:00:00.000 GMT+0100,1.31794,1.31892,1.31784,1.31842,4248.1499
13.07.2018 03:00:00.000 GMT+0100,1.31843,1.31898,1.31799,1.31833,3304.46
13.07.2018 04:00:00.000 GMT+0100,1.31832,1.31834,1.31760,1.31788,3425.3899
13.07.2018 05:00:00.000 GMT+0100,1.31787,1.31812,1.31700,1.31701,2493.3601
13.07.2018 06:00:00.000 GMT+0100,1.31703,1.31794,1.31641,1.31775,3678.6799
13.07.2018 07:00:00.000 GMT+0100,1.31779,1.31781,1.31510,1.31573,6312.2202
13.07.2018 08:00:00.000 GMT+0100,1.31570,1.31637,1.31203,1.31327,10316.9697
13.07.2018 09:00:00.000 GMT+0100,1.31327,1.31327,1.31162,1.31286,10131.0303
13.07.2018 10:00:00.000 GMT+0100,1.31286,1.31358,1.31025,1.31333,11438.3496
13.07.2018 11:00:00.000 GMT+0100,1.31333,1.31366,1.31183,1.31278,8202.3398
13.07.2018 12:00:00.000 GMT+0100,1.31278,1.31442,1.31174,1.31291,10205.7402
13.07.2018 13:00:00.000 GMT+0100,1.31292,1.31630,1.31292,1.31546,12933.8301
13.07.2018 14:00:00.000 GMT+0100,1.31547,1.31774,1.31542,1.31684,13456.4404
13.07.2018 15:00:00.000 GMT+0100,1.31689,1.32057,1.31669,1.32001,11828
13.07.2018 16:00:00.000 GMT+0100,1.32003,1.32201,1.31971,1.32138,12256.3496
13.07.2018 17:00:00.000 GMT+0100,1.32138,1.32231,1.32099,1.32170,5888.7002
13.07.2018 18:00:00.000 GMT+0100,1.32168,1.32263,1.32128,1.32259,4391.6299
13.07.2018 19:00:00.000 GMT+0100,1.32260,1.32332,1.32239,1.32272,4022.8799
13.07.2018 20:00:00.000 GMT+0100,1.32273,1.32331,1.32239,1.32322,3562.6399
13.07.2018 21:00:00.000 GMT+0100,1.32321,1.32383,1.32316,1.32323,2572.72
15.07.2018 22:00:00.000 GMT+0100,1.32272,1.32318,1.32252,1.32273,672.58
15.07.2018 23:00:00.000 GMT+0100,1.32275,1.32299,1.32240,1.32298,1224.77
16.07.2018 00:00:00.000 GMT+0100,1.32298,1.32307,1.32253,1.32267,1327.45
16.07.2018 01:00:00.000 GMT+0100,1.32266,1.32354,1.32245,1.32350,2698.24
16.07.2018 02:00:00.000 GMT+0100,1.32352,1.32380,1.32305,1.32352,4277.8901
16.07.2018 03:00:00.000 GMT+0100,1.32351,1.32387,1.32316,1.32342,5257.48
16.07.2018 04:00:00.000 GMT+0100,1.32341,1.32436,1.32325,1.32367,3127.6299
16.07.2018 05:00:00.000 GMT+0100,1.32367,1.32406,1.32359,1.32394,1898.79
16.07.2018 06:00:00.000 GMT+0100,1.32391,1.32504,1.32382,1.32478,3382.78
16.07.2018 07:00:00.000 GMT+0100,1.32478,1.32548,1.32356,1.32483,7282.8599
16.07.2018 08:00:00.000 GMT+0100,1.32485,1.32548,1.32256,1.32390,10618.0498
16.07.2018 09:00:00.000 GMT+0100,1.32387,1.32595,1.32364,1.32529,8833.3301
16.07.2018 10:00:00.000 GMT+0100,1.32530,1.32695,1.32467,1.32658,9200.4404
16.07.2018 11:00:00.000 GMT+0100,1.32662,1.32786,1.32592,1.32776,7483.8101
16.07.2018 12:00:00.000 GMT+0100,1.32776,1.32928,1.32720,1.32732,8932.7598
16.07.2018 13:00:00.000 GMT+0100,1.32737,1.32833,1.32541,1.32558,10602.96
16.07.2018 14:00:00.000 GMT+0100,1.32559,1.32645,1.32503,1.32625,10761.6504
16.07.2018 15:00:00.000 GMT+0100,1.32626,1.32725,1.32293,1.32302,11498.2402
16.07.2018 16:00:00.000 GMT+0100,1.32302,1.32367,1.32223,1.32357,10022.2998
16.07.2018 17:00:00.000 GMT+0100,1.32357,1.32384,1.32167,1.32298,6550.7798
16.07.2018 18:00:00.000 GMT+0100,1.32299,1.32349,1.32263,1.32316,4515.0801
16.07.2018 19:00:00.000 GMT+0100,1.32316,1.32379,1.32306,1.32325,3423.3799
16.07.2018 20:00:00.000 GMT+0100,1.32324,1.32400,1.32303,1.32340,3705.9299
16.07.2018 21:00:00.000 GMT+0100,1.32340,1.32405,1.32327,1.32352,2128.3701
16.07.2018 22:00:00.000 GMT+0100,1.32340,1.32428,1.32328,1.32377,6110.3599
16.07.2018 23:00:00.000 GMT+0100,1.32382,1.32393,1.32331,1.32368,1411.77
17.07.2018 00:00:00.000 GMT+0100,1.32368,1.32370,1.32319,1.32362,1917.66
17.07.2018 01:00:00.000 GMT+0100,1.32360,1.32372,1.32308,1.32332,3150.05
17.07.2018 02:00:00.000 GMT+0100,1.32332,1.32345,1.32270,1.32301,3863.1899
17.07.2018 03:00:00.000 GMT+0100,1.32302,1.32344,1.32288,1.32316,3976.77
17.07.2018 04:00:00.000 GMT+0100,1.32317,1.32494,1.32314,1.32481,4777.0298
17.07.2018 05:00:00.000 GMT+0100,1.32481,1.32503,1.32440,1.32451,4150.1499
17.07.2018 06:00:00.000 GMT+0100,1.32453,1.32462,1.32405,1.32408,3926.48
17.07.2018 07:00:00.000 GMT+0100,1.32408,1.32594,1.32343,1.32566,7778.8599
17.07.2018 08:00:00.000 GMT+0100,1.32566,1.32570,1.32365,1.32399,9605.5
17.07.2018 09:00:00.000 GMT+0100,1.32399,1.32687,1.32309,1.32629,10685.5898
17.07.2018 10:00:00.000 GMT+0100,1.32632,1.32679,1.32486,1.32548,8175.2402
17.07.2018 11:00:00.000 GMT+0100,1.32548,1.32563,1.32394,1.32404,9349.75
17.07.2018 12:00:00.000 GMT+0100,1.32404,1.32404,1.31939,1.31954,9713.3096
17.07.2018 13:00:00.000 GMT+0100,1.31954,1.31978,1.31445,1.31551,11779.6797
17.07.2018 14:00:00.000 GMT+0100,1.31551,1.31696,1.31460,1.31577,11810.9902
17.07.2018 15:00:00.000 GMT+0100,1.31575,1.31804,1.31540,1.31592,16105.1299
17.07.2018 16:00:00.000 GMT+0100,1.31594,1.31800,1.31566,1.31571,11720.7598
17.07.2018 17:00:00.000 GMT+0100,1.31572,1.31652,1.31313,1.31320,9661.21
17.07.2018 18:00:00.000 GMT+0100,1.31317,1.31497,1.30689,1.31404,10254.21
17.07.2018 19:00:00.000 GMT+0100,1.31404,1.31406,1.31102,1.31229,7599.1499
17.07.2018 20:00:00.000 GMT+0100,1.31230,1.31248,1.31093,1.31149,4577.5801
17.07.2018 21:00:00.000 GMT+0100,1.31150,1.31179,1.31096,1.31140,3607.25
17.07.2018 22:00:00.000 GMT+0100,1.31135,1.31161,1.31049,1.31118,2915.8601
17.07.2018 23:00:00.000 GMT+0100,1.31121,1.31140,1.31098,1.31112,1532.04
18.07.2018 00:00:00.000 GMT+0100,1.31109,1.31111,1.30987,1.31047,2647.5601
18.07.2018 01:00:00.000 GMT+0100,1.31049,1.31152,1.31049,1.31148,4058.8
18.07.2018 02:00:00.000 GMT+0100,1.31145,1.31169,1.31082,1.31109,4285.2202
18.07.2018 03:00:00.000 GMT+0100,1.31109,1.31167,1.31098,1.31106,2558.2
18.07.2018 04:00:00.000 GMT+0100,1.31107,1.31129,1.31091,1.31098,3358.8501
18.07.2018 05:00:00.000 GMT+0100,1.31098,1.31104,1.31011,1.31025,4128.3901
18.07.2018 06:00:00.000 GMT+0100,1.31027,1.31078,1.30904,1.30953,5258.6401
18.07.2018 07:00:00.000 GMT+0100,1.30953,1.30988,1.30797,1.30899,7712.1401
18.07.2018 08:00:00.000 GMT+0100,1.30900,1.31054,1.30796,1.30811,11848.8604
18.07.2018 09:00:00.000 GMT+0100,1.30810,1.30974,1.30100,1.30364,15125.4297
18.07.2018 10:00:00.000 GMT+0100,1.30364,1.30464,1.30245,1.30310,10512.8701
18.07.2018 11:00:00.000 GMT+0100,1.30310,1.30461,1.30253,1.30298,10366.6504
18.07.2018 12:00:00.000 GMT+0100,1.30299,1.30364,1.30181,1.30219,11934.8203
18.07.2018 13:00:00.000 GMT+0100,1.30218,1.30422,1.30177,1.30393,12245.9004
18.07.2018 14:00:00.000 GMT+0100,1.30399,1.30562,1.30372,1.30393,12311.3701
18.07.2018 15:00:00.000 GMT+0100,1.30390,1.30508,1.30365,1.30491,13443.8896
18.07.2018 16:00:00.000 GMT+0100,1.30492,1.30658,1.30418,1.30488,10241.6602
18.07.2018 17:00:00.000 GMT+0100,1.30487,1.30725,1.30484,1.30601,8061.5898
18.07.2018 18:00:00.000 GMT+0100,1.30601,1.30684,1.30577,1.30591,4480.98
18.07.2018 19:00:00.000 GMT+0100,1.30598,1.30625,1.30525,1.30612,4133.1802
18.07.2018 20:00:00.000 GMT+0100,1.30611,1.30815,1.30539,1.30762,4786.21
18.07.2018 21:00:00.000 GMT+0100,1.30760,1.30826,1.30671,1.30679,4411.96
18.07.2018 22:00:00.000 GMT+0100,1.30674,1.30791,1.30656,1.30733,3459.72
18.07.2018 23:00:00.000 GMT+0100,1.30734,1.30770,1.30716,1.30735,1919.92
19.07.2018 00:00:00.000 GMT+0100,1.30735,1.30780,1.30730,1.30772,1499.12
19.07.2018 01:00:00.000 GMT+0100,1.30772,1.30831,1.30748,1.30767,3857.8601
19.07.2018 02:00:00.000 GMT+0100,1.30767,1.30795,1.30652,1.30744,5049.0801
19.07.2018 03:00:00.000 GMT+0100,1.30744,1.30763,1.30631,1.30736,3147.0601
19.07.2018 04:00:00.000 GMT+0100,1.30736,1.30822,1.30677,1.30806,3395.0601
19.07.2018 05:00:00.000 GMT+0100,1.30805,1.30815,1.30734,1.30771,4072.8301
19.07.2018 06:00:00.000 GMT+0100,1.30772,1.30781,1.30669,1.30681,3431.6201
19.07.2018 07:00:00.000 GMT+0100,1.30680,1.30703,1.30439,1.30483,9028.4199
19.07.2018 08:00:00.000 GMT+0100,1.30485,1.30530,1.30168,1.30201,12914.7803
19.07.2018 09:00:00.000 GMT+0100,1.30198,1.30287,1.29830,1.30098,14498.4004
19.07.2018 10:00:00.000 GMT+0100,1.30099,1.30140,1.29916,1.30003,11557.9199
19.07.2018 11:00:00.000 GMT+0100,1.30000,1.30087,1.29841,1.29845,10059.5
19.07.2018 12:00:00.000 GMT+0100,1.29851,1.29950,1.29733,1.29883,10900.1201
19.07.2018 13:00:00.000 GMT+0100,1.29884,1.29887,1.29574,1.29628,10926.3203
19.07.2018 14:00:00.000 GMT+0100,1.29629,1.29902,1.29595,1.29799,11915.8896
19.07.2018 15:00:00.000 GMT+0100,1.29799,1.30061,1.29794,1.30040,13107.7998
19.07.2018 16:00:00.000 GMT+0100,1.30040,1.30041,1.29805,1.29845,9188.3398
19.07.2018 17:00:00.000 GMT+0100,1.29846,1.29920,1.29812,1.29893,5986
19.07.2018 18:00:00.000 GMT+0100,1.29894,1.30491,1.29890,1.30283,17860.8691
19.07.2018 19:00:00.000 GMT+0100,1.30284,1.30412,1.30144,1.30154,9610.2803
19.07.2018 20:00:00.000 GMT+0100,1.30154,1.30166,1.30034,1.30046,4695.5298
19.07.2018 21:00:00.000 GMT+0100,1.30047,1.30187,1.30005,1.30139,2561.1499
19.07.2018 22:00:00.000 GMT+0100,1.30125,1.30194,1.30097,1.30155,2609.8999
19.07.2018 23:00:00.000 GMT+0100,1.30163,1.30185,1.30139,1.30143,1975.23
20.07.2018 00:00:00.000 GMT+0100,1.30139,1.30240,1.30138,1.30227,1652.6
20.07.2018 01:00:00.000 GMT+0100,1.30225,1.30265,1.30143,1.30182,3488.51
20.07.2018 02:00:00.000 GMT+0100,1.30182,1.30256,1.29948,1.30014,7178.9302
20.07.2018 03:00:00.000 GMT+0100,1.30013,1.30195,1.30005,1.30151,6446.9502
20.07.2018 04:00:00.000 GMT+0100,1.30151,1.30227,1.30123,1.30213,4728.3901
20.07.2018 05:00:00.000 GMT+0100,1.30212,1.30306,1.30162,1.30297,4082.4399
20.07.2018 06:00:00.000 GMT+0100,1.30297,1.30365,1.30230,1.30270,6405.3999
20.07.2018 07:00:00.000 GMT+0100,1.30269,1.30341,1.30082,1.30204,8436.2197
20.07.2018 08:00:00.000 GMT+0100,1.30204,1.30245,1.29971,1.30043,11225.1602
20.07.2018 09:00:00.000 GMT+0100,1.30043,1.30215,1.30031,1.30128,9543.4902
20.07.2018 10:00:00.000 GMT+0100,1.30130,1.30277,1.30098,1.30192,9668.9697
20.07.2018 11:00:00.000 GMT+0100,1.30191,1.30425,1.30054,1.30331,13064.4697
20.07.2018 12:00:00.000 GMT+0100,1.30330,1.30502,1.30311,1.30454,8863.4297
20.07.2018 13:00:00.000 GMT+0100,1.30454,1.30832,1.30409,1.30811,13962.1904
20.07.2018 14:00:00.000 GMT+0100,1.30812,1.31103,1.30708,1.31020,16327.8096
20.07.2018 15:00:00.000 GMT+0100,1.31021,1.31161,1.30976,1.31016,13689.9404
20.07.2018 16:00:00.000 GMT+0100,1.31016,1.31130,1.30978,1.31128,9664.4902
20.07.2018 17:00:00.000 GMT+0100,1.31131,1.31199,1.31055,1.31184,5929.3901
20.07.2018 18:00:00.000 GMT+0100,1.31185,1.31284,1.31154,1.31267,4837.9399
20.07.2018 19:00:00.000 GMT+0100,1.31267,1.31401,1.31265,1.31338,5494.77
20.07.2018 20:00:00.000 GMT+0100,1.31337,1.31363,1.31291,1.31341,4925.8999
20.07.2018 21:00:00.000 GMT+0100,1.31341,1.31373,1.31262,1.31287,3429.6599
22.07.2018 22:00:00.000 GMT+0100,1.31229,1.31298,1.31183,1.31277,1484.21
22.07.2018 23:00:00.000 GMT+0100,1.31277,1.31402,1.31273,1.31393,2274.8201
23.07.2018 00:00:00.000 GMT+0100,1.31394,1.31478,1.31375,1.31456,2505.4299
23.07.2018 01:00:00.000 GMT+0100,1.31453,1.31503,1.31369,1.31479,5322.75
23.07.2018 02:00:00.000 GMT+0100,1.31479,1.31570,1.31347,1.31459,6528.9102
23.07.2018 03:00:00.000 GMT+0100,1.31458,1.31495,1.31386,1.31403,5240.8398
23.07.2018 04:00:00.000 GMT+0100,1.31401,1.31497,1.31399,1.31487,3702.0601
23.07.2018 05:00:00.000 GMT+0100,1.31487,1.31501,1.31414,1.31428,3872.2
23.07.2018 06:00:00.000 GMT+0100,1.31428,1.31493,1.31349,1.31351,4455.71
23.07.2018 07:00:00.000 GMT+0100,1.31351,1.31430,1.31317,1.31340,8084.46
23.07.2018 08:00:00.000 GMT+0100,1.31340,1.31580,1.31309,1.31516,9785.04
23.07.2018 09:00:00.000 GMT+0100,1.31517,1.31542,1.31220,1.31228,7250.5298
23.07.2018 10:00:00.000 GMT+0100,1.31228,1.31263,1.31129,1.31201,8173.1699
23.07.2018 11:00:00.000 GMT+0100,1.31201,1.31409,1.31197,1.31409,6384.2998
23.07.2018 12:00:00.000 GMT+0100,1.31409,1.31490,1.31366,1.31421,5234.5801
23.07.2018 13:00:00.000 GMT+0100,1.31421,1.31434,1.31309,1.31310,7709.27
23.07.2018 14:00:00.000 GMT+0100,1.31310,1.31352,1.31083,1.31120,9518.5
23.07.2018 15:00:00.000 GMT+0100,1.31122,1.31210,1.31006,1.31119,9578.5996
23.07.2018 16:00:00.000 GMT+0100,1.31118,1.31170,1.30983,1.31052,9650.0898
23.07.2018 17:00:00.000 GMT+0100,1.31049,1.31102,1.30948,1.31058,5443.4902
23.07.2018 18:00:00.000 GMT+0100,1.31058,1.31096,1.30932,1.30984,4354.7598
23.07.2018 19:00:00.000 GMT+0100,1.30984,1.31050,1.30821,1.31009,4132.54
23.07.2018 20:00:00.000 GMT+0100,1.31006,1.31064,1.30971,1.31035,3311.5601
23.07.2018 21:00:00.000 GMT+0100,1.31034,1.31043,1.30977,1.30977,3418.78
23.07.2018 22:00:00.000 GMT+0100,1.30973,1.31019,1.30954,1.30989,4443.71
23.07.2018 23:00:00.000 GMT+0100,1.30988,1.31058,1.30985,1.31015,1401.0699
24.07.2018 00:00:00.000 GMT+0100,1.31018,1.31034,1.30984,1.31031,2633.9199
24.07.2018 01:00:00.000 GMT+0100,1.31029,1.31058,1.30974,1.30997,3816.96
24.07.2018 02:00:00.000 GMT+0100,1.30998,1.31076,1.30956,1.31054,6410.54
24.07.2018 03:00:00.000 GMT+0100,1.31054,1.31096,1.30965,1.31015,4094.3
24.07.2018 04:00:00.000 GMT+0100,1.31015,1.31036,1.30934,1.30948,2926.97
24.07.2018 05:00:00.000 GMT+0100,1.30955,1.30980,1.30845,1.30876,2159.8701
24.07.2018 06:00:00.000 GMT+0100,1.30877,1.30953,1.30851,1.30937,2909.5601
24.07.2018 07:00:00.000 GMT+0100,1.30937,1.30937,1.30714,1.30754,7966.6401
24.07.2018 08:00:00.000 GMT+0100,1.30753,1.31295,1.30730,1.31128,12643.1104
24.07.2018 09:00:00.000 GMT+0100,1.31130,1.31163,1.30990,1.31135,8659.0801
24.07.2018 10:00:00.000 GMT+0100,1.31136,1.31192,1.31046,1.31146,8942.8604
24.07.2018 11:00:00.000 GMT+0100,1.31144,1.31376,1.31144,1.31346,9567.04
24.07.2018 12:00:00.000 GMT+0100,1.31346,1.31384,1.31225,1.31318,10439.3203
24.07.2018 13:00:00.000 GMT+0100,1.31320,1.31327,1.31103,1.31159,9233.7402
24.07.2018 14:00:00.000 GMT+0100,1.31155,1.31591,1.31141,1.31431,12120.5303
24.07.2018 15:00:00.000 GMT+0100,1.31427,1.31554,1.31366,1.31550,13963.7695
24.07.2018 16:00:00.000 GMT+0100,1.31553,1.31554,1.31328,1.31332,10690.0801
24.07.2018 17:00:00.000 GMT+0100,1.31332,1.31472,1.31327,1.31373,6101.1899
24.07.2018 18:00:00.000 GMT+0100,1.31373,1.31403,1.31280,1.31376,4664.3101
24.07.2018 19:00:00.000 GMT+0100,1.31382,1.31401,1.31318,1.31395,5758.3301
24.07.2018 20:00:00.000 GMT+0100,1.31394,1.31518,1.31345,1.31493,3810.3
24.07.2018 21:00:00.000 GMT+0100,1.31495,1.31495,1.31414,1.31436,2565.24
24.07.2018 22:00:00.000 GMT+0100,1.31435,1.31486,1.31403,1.31416,1088.91
24.07.2018 23:00:00.000 GMT+0100,1.31414,1.31471,1.31404,1.31435,1169.38
25.07.2018 00:00:00.000 GMT+0100,1.31434,1.31511,1.31434,1.31490,1104.1
25.07.2018 01:00:00.000 GMT+0100,1.31488,1.31558,1.31453,1.31487,3449.6001
25.07.2018 02:00:00.000 GMT+0100,1.31488,1.31577,1.31449,1.31481,4138.6401
25.07.2018 03:00:00.000 GMT+0100,1.31483,1.31510,1.31439,1.31480,4020.98
25.07.2018 04:00:00.000 GMT+0100,1.31479,1.31479,1.31376,1.31439,3585.9299
25.07.2018 05:00:00.000 GMT+0100,1.31439,1.31441,1.31380,1.31417,3074.0801
25.07.2018 06:00:00.000 GMT+0100,1.31417,1.31562,1.31417,1.31529,4255.23
25.07.2018 07:00:00.000 GMT+0100,1.31529,1.31725,1.31467,1.31714,9010.5098
25.07.2018 08:00:00.000 GMT+0100,1.31710,1.31736,1.31478,1.31510,10357.1396
25.07.2018 09:00:00.000 GMT+0100,1.31514,1.31623,1.31399,1.31583,9065.1904
25.07.2018 10:00:00.000 GMT+0100,1.31580,1.31663,1.31506,1.31603,11079.9902
25.07.2018 11:00:00.000 GMT+0100,1.31605,1.31672,1.31491,1.31614,9041.7002
25.07.2018 12:00:00.000 GMT+0100,1.31614,1.31670,1.31516,1.31620,9013.8701
25.07.2018 13:00:00.000 GMT+0100,1.31621,1.31679,1.31472,1.31617,7773.52
25.07.2018 14:00:00.000 GMT+0100,1.31620,1.31773,1.31478,1.31539,10852.2305
25.07.2018 15:00:00.000 GMT+0100,1.31541,1.31568,1.31328,1.31504,11828
25.07.2018 16:00:00.000 GMT+0100,1.31508,1.31532,1.31379,1.31482,9702.3496
25.07.2018 17:00:00.000 GMT+0100,1.31484,1.31516,1.31373,1.31503,6008.54
25.07.2018 18:00:00.000 GMT+0100,1.31503,1.31725,1.31481,1.31703,7176.0098
25.07.2018 19:00:00.000 GMT+0100,1.31708,1.31807,1.31675,1.31734,6697.25
25.07.2018 20:00:00.000 GMT+0100,1.31732,1.32003,1.31711,1.31948,7704.4502
25.07.2018 21:00:00.000 GMT+0100,1.31949,1.31973,1.31846,1.31877,6015.79
25.07.2018 22:00:00.000 GMT+0100,1.31877,1.31973,1.31851,1.31875,3454.72
25.07.2018 23:00:00.000 GMT+0100,1.31879,1.31941,1.31840,1.31921,1445.8101
26.07.2018 00:00:00.000 GMT+0100,1.31921,1.32013,1.31921,1.31988,1803.67
26.07.2018 01:00:00.000 GMT+0100,1.31989,1.32069,1.31966,1.32046,4155.4702
26.07.2018 02:00:00.000 GMT+0100,1.32045,1.32132,1.31988,1.32016,4852.29
26.07.2018 03:00:00.000 GMT+0100,1.32017,1.32061,1.31978,1.32029,4090.4399
26.07.2018 04:00:00.000 GMT+0100,1.32029,1.32049,1.31979,1.32016,2866.47
26.07.2018 05:00:00.000 GMT+0100,1.32017,1.32033,1.31985,1.32006,2055.3799
26.07.2018 06:00:00.000 GMT+0100,1.32006,1.32041,1.31964,1.32007,3472.5801
26.07.2018 07:00:00.000 GMT+0100,1.32009,1.32115,1.31911,1.31948,7469.0298
26.07.2018 08:00:00.000 GMT+0100,1.31947,1.32053,1.31806,1.31929,8189.0498
26.07.2018 09:00:00.000 GMT+0100,1.31929,1.31943,1.31748,1.31785,8178.73
26.07.2018 10:00:00.000 GMT+0100,1.31785,1.31923,1.31753,1.31895,6363.9399
26.07.2018 11:00:00.000 GMT+0100,1.31895,1.31918,1.31757,1.31769,7634.1802
26.07.2018 12:00:00.000 GMT+0100,1.31767,1.31887,1.31718,1.31782,7411.6802
26.07.2018 13:00:00.000 GMT+0100,1.31784,1.31897,1.31566,1.31594,14089.4805
26.07.2018 14:00:00.000 GMT+0100,1.31594,1.31679,1.31364,1.31456,13382.7695
26.07.2018 15:00:00.000 GMT+0100,1.31457,1.31505,1.31235,1.31492,13751.2002
26.07.2018 16:00:00.000 GMT+0100,1.31493,1.31530,1.31149,1.31187,13331.9297
26.07.2018 17:00:00.000 GMT+0100,1.31188,1.31323,1.31123,1.31300,8662.21
26.07.2018 18:00:00.000 GMT+0100,1.31299,1.31310,1.31224,1.31257,5527.6699
26.07.2018 19:00:00.000 GMT+0100,1.31258,1.31259,1.31058,1.31100,4974.5498
26.07.2018 20:00:00.000 GMT+0100,1.31095,1.31138,1.31052,1.31065,4406.1401
26.07.2018 21:00:00.000 GMT+0100,1.31065,1.31142,1.31060,1.31072,3145.53
26.07.2018 22:00:00.000 GMT+0100,1.31070,1.31098,1.31017,1.31058,2642.6399
26.07.2018 23:00:00.000 GMT+0100,1.31059,1.31087,1.31054,1.31069,1066.98
27.07.2018 00:00:00.000 GMT+0100,1.31069,1.31090,1.31032,1.31083,1984.21
27.07.2018 01:00:00.000 GMT+0100,1.31083,1.31091,1.31010,1.31027,3493.47
27.07.2018 02:00:00.000 GMT+0100,1.31025,1.31091,1.30999,1.31037,4545.9102
27.07.2018 03:00:00.000 GMT+0100,1.31037,1.31108,1.31026,1.31107,2911.24
27.07.2018 04:00:00.000 GMT+0100,1.31108,1.31141,1.31050,1.31076,2752.29
27.07.2018 05:00:00.000 GMT+0100,1.31076,1.31120,1.31054,1.31069,2297.1499
27.07.2018 06:00:00.000 GMT+0100,1.31068,1.31102,1.31000,1.31087,3872.8701
27.07.2018 07:00:00.000 GMT+0100,1.31087,1.31089,1.30906,1.30946,6897.48
