date,open,high,low,close,volume
16.12.2018 22:00:00.000 GMT-0000,1.26008,1.26470,1.25629,1.26199,172146020.63010004
17.12.2018 22:00:00.000 GMT-0000,1.26144,1.27053,1.26099,1.26374,169105160.15620002
18.12.2018 22:00:00.000 GMT-0000,1.26332,1.26787,1.26064,1.26097,247145519.0431
19.12.2018 22:00:00.000 GMT-0000,1.26097,1.27073,1.26072,1.26541,308944930.6643001
20.12.2018 22:00:00.000 GMT-0000,1.26541,1.26977,1.26173,1.26247,307977090.3320001
21.12.2018 22:00:00.000 GMT-0000,1.26247,1.26247,1.26247,1.26247,0
22.12.2018 22:00:00.000 GMT-0000,1.26247,1.26247,1.26247,1.26247,0
23.12.2018 22:00:00.000 GMT-0000,1.26452,1.27382,1.26344,1.27005,227056170.3494
24.12.2018 22:00:00.000 GMT-0000,1.26947,1.27077,1.26465,1.26544,4235379.9974
25.12.2018 22:00:00.000 GMT-0000,1.26749,1.27186,1.26304,1.26317,133074970.0928
26.12.2018 22:00:00.000 GMT-0000,1.26314,1.26745,1.26157,1.26416,330736530.27369994
27.12.2018 22:00:00.000 GMT-0000,1.26414,1.27080,1.26348,1.26943,193089580.32250005
28.12.2018 22:00:00.000 GMT-0000,1.26943,1.26943,1.26943,1.26943,0
29.12.2018 22:00:00.000 GMT-0000,1.26943,1.26943,1.26943,1.26943,0
30.12.2018 22:00:00.000 GMT-0000,1.26918,1.28145,1.26799,1.27526,169241450.6838
31.12.2018 22:00:00.000 GMT-0000,1.27526,1.27526,1.27526,1.27526,0
01.01.2019 22:00:00.000 GMT-0000,1.27459,1.27729,1.25808,1.26060,237090467.40750006
02.01.2019 22:00:00.000 GMT-0000,1.26060,1.26472,1.24250,1.26278,268812258.0569
03.01.2019 22:00:00.000 GMT-0000,1.26268,1.27443,1.26157,1.27170,259746418.4573
04.01.2019 22:00:00.000 GMT-0000,1.27170,1.27170,1.27170,1.27170,0
05.01.2019 22:00:00.000 GMT-0000,1.27170,1.27170,1.27170,1.27170,0
06.01.2019 22:00:00.000 GMT-0000,1.27187,1.27867,1.27113,1.27750,188860147.21710002
07.01.2019 22:00:00.000 GMT-0000,1.27730,1.27970,1.27066,1.27133,204120939.69740006
08.01.2019 22:00:00.000 GMT-0000,1.27122,1.28033,1.27068,1.27882,276438718.0179
09.01.2019 22:00:00.000 GMT-0000,1.27889,1.28008,1.27278,1.27418,240096299.8051
10.01.2019 22:00:00.000 GMT-0000,1.27418,1.28655,1.27096,1.28347,244640268.5549
11.01.2019 22:00:00.000 GMT-0000,1.28347,1.28347,1.28347,1.28347,0
12.01.2019 22:00:00.000 GMT-0000,1.28347,1.28347,1.28347,1.28347,0
13.01.2019 22:00:00.000 GMT-0000,1.28516,1.29304,1.28187,1.28582,233982912.964
14.01.2019 22:00:00.000 GMT-0000,1.28582,1.29156,1.26688,1.28589,272179690.9182
15.01.2019 22:00:00.000 GMT-0000,1.28574,1.28971,1.28247,1.28774,225034250.00030002
16.01.2019 22:00:00.000 GMT-0000,1.28774,1.30006,1.28319,1.29844,221506489.258
17.01.2019 22:00:00.000 GMT-0000,1.29844,1.29931,1.28567,1.28696,204844028.80890003
18.01.2019 22:00:00.000 GMT-0000,1.28696,1.28696,1.28696,1.28696,0
19.01.2019 22:00:00.000 GMT-0000,1.28696,1.28696,1.28696,1.28696,0
20.01.2019 22:00:00.000 GMT-0000,1.28724,1.29105,1.28301,1.28906,164447190.5518
21.01.2019 22:00:00.000 GMT-0000,1.28905,1.29751,1.28549,1.29539,212225830.32239997
22.01.2019 22:00:00.000 GMT-0000,1.29538,1.30807,1.29420,1.30673,231645468.5058
23.01.2019 22:00:00.000 GMT-0000,1.30672,1.30938,1.30120,1.30620,228527992.92000005
24.01.2019 22:00:00.000 GMT-0000,1.30619,1.32172,1.30590,1.31984,271113708.49610007
25.01.2019 22:00:00.000 GMT-0000,1.31984,1.31984,1.31984,1.31984,0
26.01.2019 22:00:00.000 GMT-0000,1.31984,1.31984,1.31984,1.31984,0
27.01.2019 22:00:00.000 GMT-0000,1.31837,1.32109,1.31367,1.31534,202563058.83800003
28.01.2019 22:00:00.000 GMT-0000,1.31538,1.31995,1.30559,1.30661,278838388.6722
29.01.2019 22:00:00.000 GMT-0000,1.30662,1.31451,1.30539,1.31155,249539500.00000003
30.01.2019 22:00:00.000 GMT-0000,1.31155,1.31599,1.30972,1.31062,231094731.9337
31.01.2019 22:00:00.000 GMT-0000,1.31062,1.31147,1.30430,1.30739,217059846.43559998
01.02.2019 22:00:00.000 GMT-0000,1.30739,1.30739,1.30739,1.30739,0
02.02.2019 22:00:00.000 GMT-0000,1.30739,1.30739,1.30739,1.30739,0
03.02.2019 22:00:00.000 GMT-0000,1.30618,1.31034,1.30286,1.30338,218299486.08400002
04.02.2019 22:00:00.000 GMT-0000,1.30338,1.30516,1.29245,1.29487,193317631.34780002
05.02.2019 22:00:00.000 GMT-0000,1.29487,1.29791,1.29250,1.29285,197139852.0509
06.02.2019 22:00:00.000 GMT-0000,1.29285,1.29961,1.28540,1.29518,214117838.50110006
07.02.2019 22:00:00.000 GMT-0000,1.29518,1.29759,1.29211,1.29441,175559738.52540007
08.02.2019 22:00:00.000 GMT-0000,1.29441,1.29441,1.29441,1.29441,0
09.02.2019 22:00:00.000 GMT-0000,1.29441,1.29441,1.29441,1.29441,0
10.02.2019 22:00:00.000 GMT-0000,1.29277,1.29386,1.28447,1.28579,209462329.95620006
11.02.2019 22:00:00.000 GMT-0000,1.28531,1.29092,1.28325,1.28913,204245479.98059994
12.02.2019 22:00:00.000 GMT-0000,1.28913,1.29584,1.28448,1.28450,222267939.9416
13.02.2019 22:00:00.000 GMT-0000,1.28450,1.28774,1.27727,1.28004,220714708.37450004
14.02.2019 22:00:00.000 GMT-0000,1.27982,1.28977,1.27844,1.28865,210849130.61540002
15.02.2019 22:00:00.000 GMT-0000,1.28865,1.28865,1.28865,1.28865,0
16.02.2019 22:00:00.000 GMT-0000,1.28865,1.28865,1.28865,1.28865,0
17.02.2019 22:00:00.000 GMT-0000,1.29028,1.29385,1.28913,1.29208,220917538.81820005
18.02.2019 22:00:00.000 GMT-0000,1.29180,1.30728,1.28959,1.30610,212172529.41910002
19.02.2019 22:00:00.000 GMT-0000,1.30610,1.31088,1.30117,1.30490,234725939.4533
20.02.2019 22:00:00.000 GMT-0000,1.30486,1.30950,1.30259,1.30359,243356472.65620005
21.02.2019 22:00:00.000 GMT-0000,1.30357,1.30799,1.29680,1.30494,215741099.1213
22.02.2019 22:00:00.000 GMT-0000,1.30494,1.30494,1.30494,1.30494,0
23.02.2019 22:00:00.000 GMT-0000,1.30494,1.30494,1.30494,1.30494,0
24.02.2019 22:00:00.000 GMT-0000,1.30713,1.31140,1.30488,1.30957,229974518.7988
25.02.2019 22:00:00.000 GMT-0000,1.30956,1.32878,1.30936,1.32502,307963740.9669
26.02.2019 22:00:00.000 GMT-0000,1.32500,1.33499,1.32330,1.33067,285548110.5959
27.02.2019 22:00:00.000 GMT-0000,1.33066,1.33192,1.32531,1.32613,255024559.0822
28.02.2019 22:00:00.000 GMT-0000,1.32608,1.32864,1.31716,1.31983,237744030.049
01.03.2019 22:00:00.000 GMT-0000,1.31983,1.31983,1.31983,1.31983,0
